1,2,7,7
7,7,7,2
7,10,7,1
7,5,7,7
4,7,10,7
7,7,7,7
3,8,11,2
7,7,7,7
2,7,7,2
7,7,8,11
7,7,5,7
7,7,7,7
11,7,7,7
7,3,3,2
3,3,2,7
0,1,4,7
7,7,7,7
7,7,9,9
11,7,7,11
7,7,7,7
7,7,1,1
7,7,7,7
7,7,7,2
7,7,7,7
2,7,7,5
5,7,7,8
7,7,5,8
7,7,7,7
10,7,1,4
7,7,7,7
7,7,7,7
7,7,7,7
0,0,11,7
5,8,11,7
7,7,7,5
7,7,7,7
10,7,7,7
7,7,7,11
7,7,7,7
11,0,0,5
7,7,7,7
3,3,8,11
5,7,7,4
7,7,7,7
7,7,5,7
7,7,3,3
7,7,7,7
7,1,1,2
7,5,7,7
7,7,7,7
7,7,7,7
2,7,7,1
7,7,7,7
7,10,7,7
7,7,7,5
0,0,5,8
7,7,7,2
11,7,7,7
7,7,7,11
7,7,7,7
7,7,7,7
7,7,7,7
7,7,2,7
7,7,7,7
7,4,7,7
7,7,7,7
8,11,2,4
7,7,7,7
7,7,7,7
7,7,11,0
2,7,7,1
2,4,7,7
7,7,7,7
11,7,7,9
7,7,7,7
7,7,7,7
7,7,7,7
3,2,7,7
7,1,4,7
7,7,7,7
1,4,7,10
7,7,7,7
7,7,7,7
7,7,7,7
7,2,7,7
7,7,2,7
7,5,8,11
1,1,2,7
4,7,7,7
7,7,11,7
7,7,7,7
11,2,4,7
7,9,9,11
7,7,7,7
7,7,4,7
7,7,7,7
9,9,11,7
11,1,7,7
7,7,7,7
9,11,7,7
2,7,7,7
7,7,2,7
7,7,2,3
0,11,7,7
7,7,7,7
7,7,1,7
7,7,7,7
7,7,7,7
7,7,7,7
7,11,7,7
8,11,2,7
7,7,7,7
2,3,3,8
7,8,11,2
7,7,11,7
7,11,0,0
7,2,3,3
5,8,11,1
7,7,7,7
7,11,7,7
7,7,7,7
7,7,7,11
7,11,0,0
7,7,7,7
8,11,1,7
7,2,7,7
7,7,7,7
11,7,7,7
7,7,7,7
7,7,7,3
1,7,7,7
7,1,7,7
8,11,7,7
4,7,10,7
7,7,7,7
7,2,7,7
7,7,11,0
7,7,7,7
7,7,7,7
1,7,7,7
4,7,7,7
11,0,0,11
1,4,7,10
7,7,7,7
0,5,8,11
