0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0
0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25
0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0
0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0
0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0,0.0,0.0,0.25
0.0,0.08,0.33,0.58,0.83,0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17
0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58
0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58
0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17
0.83,0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25
0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17
0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0
0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0,0.0,0.0
0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25
0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25
0.58,0.83,0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58
0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0
0.08,0.33,0.58,0.83,0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17
0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17
0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25
0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0
0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17
0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58
0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0
0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0
0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17
0.25,0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0
0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0
0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17,0.58,0.58,0.17,0.58,0.58,0.0,0.25,0.0,0.0,0.0
0.33,0.58,0.83,0.58,0.08,0.33,0.58,0.83,0.58,0.0,0.0,0.0,0.0,0.17,0.58,0.17,0.25,0.25,0.17,0.17,0.25
0.25,0.17,0.17,0.25,0.58,0.25,0.17,0.17,0.25,0.25,0.0,0.17,0.0,0.17,0.25,0.0,0.0,0.25,0.0,0.0,0.17
