3,3,4,4
4,7,10,7
0,6,1,4
6,7,7,6
6,2,9,4
6,9,6,7
11,4,0,6
9,0,11,6
9,4,0,9
11,11,4,0
7,6,6,7
0,11,6,6
7,6,3,7
4,3,3,4
10,4,11,6
8,4,9,8
3,6,0,9
6,9,6,4
4,2,5,3
6,7,4,7
11,4,9,11
2,0,0,9
6,4,9,7
11,11,4,11
11,6,7,4
6,9,7,7
4,11,7,4
7,7,6,6
6,6,3,11
7,4,3,3
6,7,7,6
2,7,7,9
7,4,11,7
10,7,4,4
11,7,4,11
6,0,9,2
10,6,4,7
7,9,0,11
4,11,6,6
11,9,0,7
4,11,7,4
0,1,4,7
4,11,7,4
1,4,10,7
10,6,4,6
7,4,4,4
4,1,10,6
7,11,6,9
6,4,7,7
6,6,7,7
7,6,6,3
3,6,9,7
7,4,7,6
4,0,8,4
7,4,11,7
8,1,4,2
1,4,7,10
6,1,4,10
8,3,6,0
5,3,9,0
9,6,11,2
4,7,10,7
9,6,4,11
6,6,7,7
7,4,11,6
0,9,0,11
4,7,7,4
7,10,7,4
4,7,4,11
4,4,7,4
6,3,11,3
3,3,0,0
1,10,6,4
7,7,9,0
0,9,4,0
4,0,3,7
7,7,3,9
9,0,7,9
7,5,11,2
4,9,7,11
4,0,9,4
11,11,11,4
6,4,7,5
9,7,11,11
1,10,3,6
6,6,9,6
9,11,7,9
7,4,4,11
11,6,9,4
3,0,0,0
11,3,6,9
6,3,7,4
0,6,3,2
0,0,0,7
11,6,6,4
3,9,6,11
11,7,4,11
4,6,2,9
7,4,11,6
4,7,6,3
3,6,4,7
6,4,0,3
7,10,7,7
3,4,4,3
10,3,6,4
11,7,9,6
4,7,1,4
7,7,1,4
4,0,6,6
0,7,7,3
9,4,0,9
4,4,4,7
4,6,3,11
5,2,2,2
9,6,7,7
11,9,0,6
7,7,6,6
4,7,5,11
7,4,6,2
8,11,0,9
0,7,9,6
6,6,7,7
6,4,1,10
7,7,6,6
0,7,9,1
7,7,4,4
4,0,7,9
7,9,1,10
11,6,4,7
5,11,2,8
11,0,9,0
7,9,6,7
9,6,7,9
10,7,0,3
11,1,10,4
11,3,6,9
2,10,7,11
7,6,6,7
4,9,11,7
9,2,5,5
0,9,4,0
4,9,9,2
1,4,7,10
3,7,11,6
9,0,6,4
11,7,4,4
11,7,4,11
4,11,1,10
5,5,2,2
2,0,6,3
7,3,9,6
7,7,6,6
6,6,7,7
11,6,6,4
0,3,3,0
9,0,11,9
6,3,2,7
6,6,4,0
0,0,9,4
2,5,3,9
9,6,6,9
4,11,7,4
6,11,2,0
6,6,4,11
0,6,6,4
4,0,9,4
4,11,9,0
0,6,4,9
6,7,7,6
9,6,7,4
4,11,11,11
10,7,7,1
9,8,11,0
7,4,11,7
6,7,7,6
6,7,7,6
0,8,4,9
6,4,6,3
11,2,0,6
4,10,6,4
4,4,3,11
6,6,4,1
6,9,4,11
4,9,8,11
7,7,6,6
7,1,4,7
3,9,0,6
7,11,8,1
2,2,10,7
3,7,4,3
4,11,6,7
4,4,7,4
7,4,4,7
9,4,11,9
7,11,11,4
9,7,7,6
7,9,6,7
6,7,4,6
3,11,3,6
0,11,9,0
1,4,2,5
0,3,7,11
7,1,4,10
11,8,1,4
9,9,2,0
0,9,4,0
7,9,6,6
0,0,7,7
7,6,6,7
3,11,4,9
1,10,4,11
9,1,10,3
11,2,8,3
9,4,9,9
6,4,11,11
1,4,10,6
7,6,6,7
2,9,4,9
6,7,9,6
2,5,5,2
3,6,9,6
4,3,11,4
9,0,6,1
4,11,7,4
6,3,11,3
9,2,0,0
0,9,2,5
2,8,3,6
4,4,11,7
3,2,7,7
9,4,0,8
2,2,2,10
6,4,11,1
6,4,7,1
11,7,4,11
4,7,4,0
11,4,11,7
7,4,0,7
10,7,11,8
4,11,6,4
4,10,7,0
7,0,3,3
3,11,3,6
